Total paragraphs: 3934

[ 68] s=30  | 정해놓고 - 생각하라
[948] s=60  | <보 기>
[952] s=205 | ㄱ. 특정 연령층에게 취업 특혜를 부여함으로써 결과적으로 60대 이상 고령자의 취업 기회를 상대적으로 제한하게 된 법규는 국민의 평등권을 침해하지 않을 것이다.
[953] s=205 | ㄴ. 사용자와 근로자가 자유로운 계약을 통해 정년을 45세로 정했다면 차별 금지 원칙을 위반하지 않을 것이다.
[954] s=205 | ㄷ. 50세를 넘은 퇴역 군인은 예비군 관련 직책을 맡을 수 없다는 법규를 제정하더라도 차별 금지 원칙에 위배되지 않을 것이다.
[955] s=204 | ① ㄱ               ② ㄴ             ③ ㄱ, ㄷ
[956] s=204 | ④ ㄴ, ㄷ            ⑤ ㄱ, ㄴ, ㄷ
[987] s=61  | SELF CHECK LIST – V 표시
[988] s=30  | SELF CHECK LIST – V 표시
[989] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[990] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[992] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[993] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[995] s=61  | 2. 문제 풀기
[996] s=30  | 2. 문제 풀기
[998] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[999] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1001] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[1002] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[1004] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[1006] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[1008] s=30  | 7. 채점 및 해설보기
[1010] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[1012] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[1014] s=30  | 10. 체계 만들기- 단권화
[1016] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1017] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1019] s=1   | FINAL BOOST 7날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1020] s=1   | FINAL BOOST 7
[1021] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1023] s=98  | 2024년 노벨경제학상은 경제성장의 원인이 제도임을 밝힌 ㉠아제모을루와 두 동료에게 수여되었다. 성장의 원인을 제도에서 찾는 시도는 오랜 전통을 가진 것이다. 하지만 제도의 발전과 경제의 번영 사이에 높은 상관관계가 있음을 확인하는 것만으로는 제도가 성장의 원인이라는 주장을 지지하기 어렵다. 좋은 제도가 성장을 초래하기도 하지만 경제가 성장하여 제도가 개선되는 거꾸로 된 인과관계도 존재하기 때문이다. 아제모을루 등은 도구 변수를 사용하여 제도와 성장 사이의 인과관계를 명확하게 하였다.
[1024] s=98  | 가 의 원인이라는 증거를 제시하기 위해 흔히 사용하는 통계적 방법은, 둘 사이에 선형관계가 있다고 보고 두 변수의 표본으로부터 추정한 기울기가 0이라는 가설을 기각하는 추론이 신뢰할 만하다는 것을 보이는 것이다. 그런데 가 에 영향을 주지만 도 에 영향을 미치거나, 와  모두와 상관 관계가 있는데 미처 고려하지 못한 제3의 요인이 존재하거나, 혹은 의 관측값이 정확하게 측정되지 않은 값일 경우에는, 추정한 기울기가 의 변화에 따른 의 변화를 제대로 반영하지 못한다. 이런 경우에는 와 상관관계가 크지만  외에 에 영향을 주는 다른 어떤 요인과도 상관관계가 없는 도구변수 를 찾아서, 와 의 표본으로부터 추정한 값, 다시 말해 로부터 예측한 값인 를 구하고 이를 사용해 인과관계를 살펴보아야 한다. 다시 말해 거꾸로 된 인과관계나 제3의 요인의 영향, 측정 오차 등에 영향을 받는, 표본에서 관측한 값이 아니라 와의 관계를 제외하면 와 연관되지 않는 도구변수로부터 추정한 에 따른 의 기울기를 추정하여 그것이 0이 아니라는 신뢰할 만한 추론을 할 수 있어야 한다.
[1025] s=98  | 아제모을루 등은 제도가 성장의 원인이라는 주장의 증거를 찾기 위해 근대 이후에 유럽의 식민지를 경험한 지역들에 주목했다. 식민지가 되기 전에 부유했던 지역은 오늘날 가난하고, 가난했던 지역은 오늘날 부유한 경향이 있음을 확인한 이들은, 이러한 번영의 역전이 제도적 역전의 결과라고 보았다. 유럽인들이 상대적으로 발전된 문명을 만난 지역에서는 광물과 농작물을 빼앗아 가기 위해 착취적 제도를 세웠고, 발전되지 못하고 인구가 희박한 지역에서는 대규모 정착을 선택하여 유럽인 이민을 불러들이기 위해 포용적 제도를 발전시켰던 것이 번영의 역전을 낳았다는 것이다. 여기서 각 지역의 제도 발전 수준과 1인당 소득 수준 사이의 선형관계에서 양의 기울기를 보이는 것만으로는, 어떤 지역은 착취적 제도의 발달로 인해 정체하거나 더디게 성장한 반면 다른 지역은 포용적 제도의 발달로 인해 빠르게 성장했다는 주장을 뒷받침하지 못한다. 아제모을루 등은 식민지 초기 유럽인 정착민들의 사망률을 도구변수로 사용해 추정한 오늘날 제도적 발전 수준의 예측값과 오늘날 소득 수준의 관측값 사이의 높은 상관 관계를 인과관계의 증거로 제시했다.
[1026] s=98  | 그렇다면 식민지 초기 유럽인들의 사망률은 좋은 도구변수인가? 첫째, 이 사망률이 오늘날의 제도 발달 수준과 상관관계가 높지 않다고 비판할 수 있다. 이에 대해 아제모을루 등은 식민지 초기 유럽인들의 사망률에 영향을 받아 채택된 식민지 전략을 반영하여 과거에 형성된 제도들은 많은 변화에도 불구하고 오늘날의 제도 발달 수준과 높은 상관관계를 가질 정도로 지속성이 있었다고 반박한다. 둘째, 이 사망률이 1인당 소득 수준에 영향을 주는 여러 요인들과 상관관계가 있다고 비판할 수 있다. 이에 대해 아제모을루 등은 과거 유럽인 사망률이 제도를 통한 영향을 제외하면 오늘날의 소득 수준과 상관관계가 없다고 반박한다. 예컨대 이 사망률도 오늘날의 경제 활동에 영향을 주는 기후나 지리적 환경과 상관관계가 있다는 비판에 대해 당시 원주민 사망률이나 오늘날 사망률이 아니므로 문제가 없다고 주장한다.
[1030] s=100 | 윗글의 내용과 일치하지 않는 것은?
[1031] s=34  | ① 포용적 제도가 착취적 제도보다 발전 수준이 더 높은 제도이다.
[1032] s=34  | ② 번영의 역전은 과거와 오늘날의 1인당 소득 수준이 반비례한다는 것을 말한다.
[1033] s=34  | ③ 제도적 역전은 부유했던 지역에 비해 가난했던 지역에서 후에 제도가 더 발전했다는 것을 말한다.
[1034] s=34  | ④ 두 변수의 표본으로부터 추정한 기울기가 0이 아니라면 둘 사이에 인과관계가 있다고 추론하는 것이 타당하다.
[1035] s=34  | ⑤ 와  모두와 상관관계가 있는 제3의 요인이 존재하는 경우, 와  사이의 상관관계가 인과관계를 의미하지는 않는다.
[1057] s=100 | 윗글을 바탕으로 ㉠의 생각을 추론할 때 가장 적절한 것은?
[1058] s=34  | ① 오늘날 각 지역의 사망률과 1인당 소득 수준 사이에 상관관계가 없다고 볼 것이다.
[1059] s=34  | ② 식민지 초기 원주민 사망률과 정착 유럽인 사망률은 별로 차이가 없다고 볼 것이다.
[1060] s=34  | ③ 오늘날 각 지역에서 관측되는 제도 발달 수준은 식민지 정책에 의해 이미 결정되었다고 볼 것이다.
[1061] s=34  | ④ 과거 유럽인의 사망률을 이용하여, 현재의 제도 발달 수준을 관측한 값에서 경제성장으로부터 영향받은 부분을 제거할 수 없다고 볼 것이다.
[1062] s=34  | ⑤ 초기 정착민의 사망률이 낮은 지역의 경우, 유럽인의 대규모 이주로 발전된 기술이 도입되어 기술이 진보했을 가능성을 중요하게 보지 않을 것이다.
[1064] s=100 | 윗글을 바탕으로 <보기>의 ‘경제학자 A’에 대해 평가한 것으로 적절하지 않은 것은?
[1065] s=20  | < 보 기 >1968년 4월 4일에 마틴 루터 킹 목사가 암살되자 미국 여러 도시에서 흑인 폭동이 일어났다. 경제학자 A는, 각 도시의 당시 폭동 수준에 따른 오늘날 흑인들의 소득 수준의 기울기가 음(-)인 선형관계를 관찰하였다. 이에 당시 흑인들의 소득 수준이 낮은 도시일수록 폭동이 더 심각함에 따라 발생하는 인과관계상의 추론 문제를 검토하기 위해 각 도시의 1968년 4월 강우량을 도구변수로 사용하였다.
[1067] s=88  | < 보 기 >
[1072] s=99  | 1968년 4월 4일에 마틴 루터 킹 목사가 암살되자 미국 여러 도시에서 흑인 폭동이 일어났다. 경제학자 A는, 각 도시의 당시 폭동 수준에 따른 오늘날 흑인들의 소득 수준의 기울기가 음(-)인 선형관계를 관찰하였다. 이에 당시 흑인들의 소득 수준이 낮은 도시일수록 폭동이 더 심각함에 따라 발생하는 인과관계상의 추론 문제를 검토하기 위해 각 도시의 1968년 4월 강우량을 도구변수로 사용하였다.
[1075] s=34  | ① 1968년 4월의 강우량이 당시 폭동 수준과 상관 관계가 높다고 보는군.
[1076] s=34  | ② 오늘날 흑인들의 소득 수준이 낮은 도시에서 당시 폭동 수준도 높았을 가능성이 크다고 보는군.
[1077] s=34  | ③ 1968년 4월의 강우량은 당시 폭동 수준을 통해서만 오늘날 흑인들의 소득 수준과 연관된다고 보는군.
[1078] s=34  | ④ 흑인들의 당시 소득 수준과 오늘날 소득 수준 사이에 음의 상관관계가 높을 가능성이 크다고 보는군.
[1079] s=34  | ⑤ 1968년 4월 강우량으로 추정한 폭동 수준과 오늘날 흑인들의 소득 수준 사이에 상관 관계가 높아야 둘 사이의 인과관계를 인정할 수 있다고 보는군.
[1141] s=61  | SELF CHECK LIST – V 표시
[1142] s=30  | SELF CHECK LIST – V 표시
[1143] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[1144] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[1146] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[1147] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[1149] s=61  | 2. 문제 풀기
[1150] s=30  | 2. 문제 풀기
[1152] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1153] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1155] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[1156] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[1158] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[1160] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[1162] s=30  | 7. 채점 및 해설보기
[1164] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[1166] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[1168] s=30  | 10. 체계 만들기- 단권화
[1170] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1171] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1173] s=1   | FINAL BOOST 8날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1174] s=1   | FINAL BOOST 8
[1175] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1177] s=98  | 물과 기름은 혼합되지 않고 두 층으로 상(phase)이 분리되지만 물과 에탄올은 완전히 섞인 혼합물이 된다. 이러한 현상은 깁스 에너지 변화를 통해 설명할 수 있다. 화학 반응이나 변화는 깁스 에너지가 작아지는 방향이 자발적이다. 우리가 고찰하거나 실험하는 대상, 즉 계(system)에서의 혼합 시에 깁스 에너지 변화는 엔트로피 변화에 절대 온도를 곱한 값을 혼합열에서 뺀 값이다. 열이 계에서 주위로 나가는 발열이 일어나면 혼합열은 음(-)의 값이며, 열이 주위로부터 계로 들어오는 흡열은 양(+)의 값이다. 엔트로피 변화는 계가 무질서한 상태로 변화하면 양의 값이다.
[1178] s=98  | 한 순물질이 다른 순물질과 혼합물을 이루면 계의 엔트로피, 즉 무질서도가 증가한다. 위의 예시인 물과 에탄올이 혼합물을 이루는 과정은 발열 과정이다. 따라서 이 과정의 깁스 에너지 변화는 온도에 상관없이 항상 음수이므로, 이 과정은 항상 자발적이다. 계의 깁스 에너지 변화는 혼합뿐 아니라 화학 반응의 자발성도 결정한다. 또한 어떤 반응이 자발적이면 그 역반응은 비자발적이다.
[1179] s=98  | 한편 혼합 후의 전체 부피는 화학식이 서로 다른 물질로 이루어진 어떤 혼합물이든 혼합 전 부피의 산술적 합이 아니다. 25℃에서 순수한 물에 물 1몰*을 첨가하면 총 부피는 18.1㎤만 증가한다. 따라서 순수한 물 1몰의 부피는 18.1㎤/㏖이며 특정 온도에서 어떤 순수한 물질 1몰의 부피는 물질마다 고유하다. 그런데 큰 부피의 순수한 에탄올에 물 1몰을 넣으면 총부피는 약 14㎤만 증가한다. 이러한 차이는 같은 수의 물 분자라 하더라도 그것들의 점유 부피는 그들을 둘러싼 분자들의 종류에 따라 다르기 때문이다. 매우 많은 에탄올에 소량의 물이 섞일 때는 각 물 분자가 에탄올 분자로 둘러싸인다. 순수한 물에서는 물 분자들을 특정 거리로 유지해 주던 수소 결합 네트워크가 여기서는 깨진다. 이는 수소 결합에 기인한 물 분자들 간의 인력보다 물과 에탄올 분자의 인력이 더 크기 때문이며, 깨어진 수소 결합 네트워크로 인해 전체 부피 증가가 덜하다. 그 증가량 14㎤/㏖이 이 상황에서 물의 분몰 부피이다. 또한 물이 1몰 첨가될 때 부피 증가는 혼합물을 구성하는 물과 에탄올의 비율에 따라서도 다르게 된다. 물과 에탄올의 혼합물과는 달리 혼합 시에 이종 분자 간에 반발력이 작용한다면, 첨가한 부피보다 혼합물의 부피가 더 증가한다. 이때에도 혼합물 부피의 증가 정도는 혼합물 구성 성분의 비율에 따라 달라진다. 이러한 개념을 일반화하면 어떤 성분 의 분몰 부피()는 로 정의된다. 이 식은 성분 의 분몰 부피가 온도(), 압력(), 다른 성분 의 몰수가 일정할 때, 혼합물의 부피()를 성분 의 몰수 로 미분한 값이라는 뜻이다. 이는 성분 의 몰수에 따른 혼합물의 부피 그래프에서 접선의 기울기를 의미한다.
[1180] s=98  | 2가지 성분의 혼합물 계에서 한 물질의 분몰 부피는 다른 물질의 분몰 부피와 관계를 갖는데, 이를 설명하는 식이 깁스-뒤엠 식으로, 이다. 여기서 와 는 각각 성분 와  각각의 분몰 부피 변화량이다. 이 관계식에 의하면 두 성분의 분몰 부피는 비율이 변함에 따라 독립적으로 변할 수 없으며 증감의 방향은 서로 반대이다. 한편 한 성분이 희석된 상태에서의 다른 성분의 분몰 부피 변화 관계도 알 수 있다. 물의 비율이 매우 작은 영역에서는 물 분자를 둘러싼 에탄올이 물 분자의 수소 결합 네트워크를 깨는 양이 많아져 물의 분볼 부피가 급격히 변하지만, 에탄올의 분몰 부피는 물의 상대적인 양이 극도로 작으므로 완만한 변화를 보인다. 반면, 에탄올이 많이 희석된 상태에서는 에탄올의 분몰 부피가 급격히 변하며 물의 분몰 부피는 그렇지 않다.
[1181] s=98  | 순수한 물질 1몰의 부피와 달리, 분몰 부피는 음수인 경우도 있다. 가령 순수한 물에 황산마그네슘(MgSO)을 극소량 첨가했을 때 황산마그네슘의 분몰 부피는 –1.4㎤/㏖이고, 이는 많은 양의 물에 황산마그네슘 1몰을 넣으면 부피가 1.4㎤ 감소한다는 것을 의미한다. 이것은 물에서 황산마그네슘이 Mg와 SO 이온이 되어 물 분자와 결합하면서 물 분자들이 형성하고 있는 구조를 수축시키기 때문이다.
[1183] s=98  | *1몰: 원자나 분자 6.0210개
[1187] s=100 | 윗글의 내용과 일치하지 않는 것은?
[1188] s=101 | ① 물이 순수한 물질일 때 물 분자 간에는 수소 결합이 존재한다.
[1189] s=102 | ② 어떤 반응이 자발적이면 그 역반응은 자발적으로 일어나지 않는다.
[1190] s=103 | ③ 순수한 물 1몰의 부피는 순수한 에탄올 1몰의 부피와 다른 값을 갖는다.
[1191] s=104 | ④ 깁스-뒤엠 식은 서로 다른 성분의 분몰 부피 사이의 관계를 수학식으로 나타낸 것이다.
[1192] s=103 | ⑤ 이종 분자 간 반발력이 작용하는 혼합물의 분몰 부피는 구성 성분의 비율에 영향을 받지 않는다.
[1201] s=100 | 윗글에서 추론한 내용으로 가장 적절한 것은?
[1202] s=105 | ① 질량을 부피로 나눈 값인 밀도가 다른 두 종류의 순 물질을 서로 같은 부피로 섞어 균질한 혼합물을 만들면, 혼합물의 밀도는 두 순물질 밀도의 평균값을 갖는다.
[1203] s=105 | ② 동일한 몰수의 황산마그네슘과 에탄올 극소량을 각자 많은양의 물에 혼합하면, 두 경우 모두 혼합물의 부피는 혼합 전 이종 물질의 부피 합보다 작다.
[1204] s=103 | ③ 분몰 부피가 음수가 되는 혼합의 경우 분몰 부피가 양수인 경우와 달리, 혼합 후에 엔트로피가 증가한다.
[1205] s=104 | ④ 순수한 물에서 분자들 거리 간 거리의 평균보다 물과 에탄올 혼합물에서 분자들 간 거리의 평균이 크다.
[1206] s=103 | ⑤ 깁스 에너지의 단위에 절대 온도의 단위를 곱하면 엔트로피의 단위와 동일한 단위가 된다.
[1207] s=100 | 윗글을 바탕으로 <보기>에 대해 탐구한 내용으로 적절하지 않은 것은? [3점]
[1208] s=100 | <보 기> 상온과 상압에서 액체로 존재하는 순물질 S와 R은 완전히 혼합된다. 상온과 상압을 유지하며 순물질 S 1.010몰에 순물질 R을 조금씩 첨가하니 혼합액의 전체 부피가 아래의 그래프처럼 변화했다. (단 a는 1.0 110몰이다.)
[1211] s=106 | <보 기>
[1215] s=107 | 상온과 상압에서 액체로 존재하는 순물질 S와 R은 완전히 혼합된다. 상온과 상압을 유지하며 순물질 S 1.010몰에 순물질 R을 조금씩 첨가하니 혼합액의 전체 부피가 아래의 그래프처럼 변화했다. (단 a는 1.0 110몰이다.)
[1217] s=105 | ① a에서보다 b에서 R의 분몰 부피는 더 크겠군.
[1218] s=105 | ② a와 b 사이의 구간에서 S의 분몰 부피는 감소하겠군.
[1219] s=103 | ③ a에서 b로 R의 양이 늘어 가면서 R의 분몰 부피 변화의 급격한 정도는 S의 분몰 부피 변화의 급격한 정도와 같겠군.
[1220] s=104 | ④ b와 c 사이의 구간에는 R을 소량 첨가했을 때 혼합물의 전체 부피가 변하지 않는 지점이 있겠군.
[1221] s=103 | ⑤ c와 d에서 동일한 극소량이 R이 R과 S의 혼합물에 첨가될 때, 혼합물의 부피가 줄어드는 정도는 c보다 d에서 더 작겠군.
[1277] s=61  | SELF CHECK LIST – V 표시
[1278] s=30  | SELF CHECK LIST – V 표시
[1279] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[1280] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[1282] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[1283] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[1285] s=61  | 2. 문제 풀기
[1286] s=30  | 2. 문제 풀기
[1288] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1289] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1291] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[1292] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[1294] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[1296] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[1298] s=30  | 7. 채점 및 해설보기
[1300] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[1302] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[1304] s=30  | 10. 체계 만들기- 단권화
[1306] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1307] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1309] s=23  | FINAL BOOST 9날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1310] s=1   | FINAL BOOST 9
[1311] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1313] s=22  | 도덕 공동체의 구성원은 도덕적 고려의 대상이 되는 존재로서 도덕 행위자와 도덕 피동자로 구분된다. 도덕 행위자는 도덕 행위의 주체로서 자신의 행위에 따른 결과에 대해 책임질 수 있는 존재 이다. 반면에 도덕 피동자는 영유아처럼 이성이나 자의식 등이 없기에 도덕적 행동을 할 수 없는 존재이다. 그럼에도 영유아는 도덕적 고려의 대상이라는 것이 우리의 상식인데, 영유아라고 해도 쾌락이나 고통을 느끼는 감응력이 있기 때문이다. 쾌락이나 고통을 느끼기에 그것을 좇거나 피하려고 한다는 도덕적 이익을 가지고 있으므로 도덕적 고려의 대상이 되어야 한다는 것이다.
[1314] s=22  | 성어와 커루더스를 비롯한 많은 철학자들은 이러한 이유로 감응력을 도덕적 고려의 기준으로 삼는다. 성어는 영유아뿐만 아니라 동물도 감응력이 있으므로 동물도 도덕 공동체에 포함해야 한다고 주장한다. 반면에 커루더스는 고차원적 의식을 감응력의 기준으로 보아 동물을 도덕 공동체에서 제외하는데, 이 주장을 따르게 되면 영유아도 도덕적 고려의 대상에서 제외되고 만다. 영유아는 언젠가 그런 의식이 나타날 것이므로 잠재적 구성원이라고 주장할 수도 있다. 그러나 문제는 그런 잠재성도 없는 지속적이고 비가역적인 식물인간의 경우이다. 식물인간은 고차원적 의식은 물론이고 감웅력도 없다고 생각되는데 그렇다면 도덕적 공동체에서 제외되어야 하는가?
[1315] s=22  | 식물인간을 흔히 의식이 없는 상태라고 판단하는 것은 식물인 간이 어떤 자극에도 반응하지 못한다는 행동주의적 관찰 때문이다. 이런 관찰은 식물인간이 그 자극에 대한 질적 느낌, 곧 현상적 의식을 가지지 않는다고 결론 내린다. 어떤 사람이 현상적 의식이 없는 경우 그는 감응력이 없을 것이다. 그런데 거꾸로 감응력이 없다고 해서 꼭 현상적 의식을 가지지 못하는 것은 아니다. 즉, 현상적 의식감응력
[1316] s=22  | 그렇다면 감응력이 없고 현상적 의식만 있는 식물인간은 도덕적 고려의 대상이 아닐까? 도덕적 고려는 어떤 존재가 가지고 있는 도덕적 속성으로 결정되는 것이 아니라, 도덕적 행위자가 그 존재와 맺는 구체적 관계에 의해 결정된다는 주장도 있다. 다양한 존재들 은 일상에서 상호작용하는데, 도덕 공동체의 가입 여부는 그러한 관계에 따라 정해진다는 것이다. 그러나 이런 관계론적 접근은 우리와 더 밀접한 관계를 갖는 인종이나 성별을 우선해서 대우하는 차별주의를 옹호할 수 있다. 그리고 똑같은 식물인간이 구체적 관계의 여부에 따라 도덕 공동체에 속하기도 하고 속하지 않기도 하는 문제도 ⓐ생긴다. 결국 식물인간을 도덕적으로 고려하려면 식물인간에게서 도덕적으로 의미 있는 속성을 찾아야 한다.
[1317] s=22  | 감응력이 전혀 없이 오직 현상적 의식의 수동적 측면만을 가진 ’사람, 즉 ‘감응력 마비자 를 상상해 보자. 그는 현상적 의식을 가지고 있기는 하지만 못에 발을 찔렸을 때 괴로워하거나 비명을 지르지는 않는다. 그러나 안전한 상황에서 걸을 때와는 달리 발에 무언가가 발생했다는 정보는 접수할 것이다. 이런 상태는 얼핏 도덕적 고려의 대상이 되기에 무언가 부족해 보인다. 하지만 감응력 마비자는 사실상 감응력이 있는 인간의 일상생활의 모습을 보여 준다. 예컨대 컴퓨터 자판을 오래 사용한 사람은 어느 자판에 어느 글자가 있는지를 보지 않고도 문서를 작성할 수 있다. 이 사람은 특별한 능동적인 주의력이 필요한 의식적 상태는 아니지만, 외부의 자극에 대한 정보가 최소한 접수되는 정도의 수동적인 의식적 상태에 있 다고 해야 할 것이다. 정도가 미약하다는 이유만으로는 그 상태를 도덕적으로 고려할 수 없다는 주장은 설득력이 부족하다. ㉠이와 마찬가지로 식물인간이 고봉은 느끼지 못하지만 여전히 주관적 의식 상태를 가질 수 있다면, 이는 도덕 공동체에 받아들일 수 있는 여지가 있다는 것을 보여 준다.
[1319] s=100 | 윗글에 대한 이해로 적절하지 않은 것은?
[1320] s=108 | ①
[1321] s=108 | ②적인 주의력은 없지만 수동적인 의식적 상태는 있다.
[1322] s=108 | ③
[1323] s=108 | ④
[1324] s=108 | ⑤
[1336] s=100 | 2.  현상적 의식감응력
[1337] s=108 | ①
[1338] s=108 | ②적 측면은 없지만 능동적 측면은 있다.
[1339] s=108 | ③적 기준으로 포착되지 않는다.
[1340] s=108 | ④적 의식이 있지만 감응력이 없는 존재를 고차원적 의식이 없다고 생각한다.
[1341] s=108 | ⑤
[1342] s=100 | ㉠에 대한 비판으로 가장 적절한 것은?
[1343] s=108 | ①
[1344] s=108 | ②
[1345] s=108 | ③
[1346] s=108 | ④
[1347] s=108 | ⑤
[1373] s=100 | ⓐ와 문맥상 의미가 가장 가까운 것은?
[1374] s=108 | ①생겼다.
[1375] s=108 | ②생겨서 낚시를 다닌다.
[1376] s=108 | ③생겼다.
[1377] s=108 | ④생기는지 모르겠다.
[1378] s=108 | ⑤생기면서 입덧을 심하게 하기 시작하였다.
[1401] s=1   | \
[1409] s=61  | SELF CHECK LIST – V 표시
[1410] s=30  | SELF CHECK LIST – V 표시
[1411] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[1412] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[1414] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[1415] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[1417] s=61  | 2. 문제 풀기
[1418] s=30  | 2. 문제 풀기
[1420] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1421] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[1423] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[1424] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[1426] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[1428] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[1430] s=30  | 7. 채점 및 해설보기
[1432] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[1434] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[1436] s=30  | 10. 체계 만들기- 단권화
[1438] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1439] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[1441] s=0   | FINAL BOOST 10날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[1442] s=1   | FINAL BOOST 10
